CVE-ID,NVD-Link,Description,Vendor,Software,Severity,CWE-ID,Protocol,ChatGPT_Response
CVE-2020-9031,CVE-2020-9031,"Symmetricom SyncServer S100 2.90.70.3, S200 1.30, S250 1.25, S300 2.65.0, and S350 2.80.1 devices allow Directory Traversal via the FileName parameter to daemonlog.php.",microchip,"syncserver_s250, syncserver_s250_firmware, syncserver_s200, syncserver_s300_firmware, syncserver_s100_firmware, syncserver_s200_firmware, syncserver_s350, syncserver_s300, syncserver_s350_firmware, syncserver_s100",MEDIUM,CWE-22,None,none
CVE-2014-7395,CVE-2014-7395,"The USF BCM (aka com.appmakr.app193115) application 252847 for Android does not verify X.509 certificates from SSL servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate.",usfbcm,usf_bcm,MEDIUM,CWE-310,SSL,SSL
CVE-2020-14119,CVE-2020-14119,"There is command injection in the addMeshNode interface of xqnetwork.lua, which leads to command execution under administrator authority on Xiaomi router AX3600 with rom versionrom< 1.1.12",mi,ax3600,CRITICAL,CWE-77,None,none
CVE-2014-7472,CVE-2014-7472,"The CSApp - Colegio San Agustin (aka com.goodbarber.csapp) application 1.0 for Android does not verify X.509 certificates from SSL servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate.",mascov,csapp_-_colegio_san_agustin,MEDIUM,CWE-310,SSL,SSL
CVE-2020-25145,CVE-2020-25145,"An issue was discovered in Observium Professional, Enterprise & Community 20.8.10631. It is vulnerable to directory traversal and local file inclusion due to the fact that there is an unrestricted possibility of loading any file with an inc.php extension. Inclusion of other files (even though limited to the mentioned extension) can lead to Remote Code Execution. This can occur via /device/device=345/?tab=ports&view=../ URIs because of device/port.inc.php.",observium,observium,HIGH,"CWE-22, CWE-434",None,none
CVE-2021-33011,CVE-2021-33011,"All versions of the afffected TOYOPUC-PC10 Series,TOYOPUC-Plus Series,TOYOPUC-PC3J/PC2J Series, TOYOPUC-Nano Series products may not be able to properly process an ICMP flood, which may allow an attacker to deny Ethernet communications between affected devices.",jtekt,"ef10_tcu-6982, nano_safety_rs01ip_tuu-1087_firmware, pc10b-p_tcc-6373, plus_ex_tcu-6741_firmware, nano_2et_tuu-6949_firmware, nano_cpu_tuc-6941_firmware, nano_safety_tuc-1085_firmware, pc10p_tcc-6372_firmware, pc10b_tcc-1021_firmware, plus_2p-efr_tcu-6929_firmware, plus_efr_tcu-6743_firmware, pc10b-e\/c_tcu-6521, pc10p_tcc-6372, nano_safety_rs01ip_tuu-1087, pc10b-e\/c_tcu-6521_firmware, 2port-efr_thu-6404, pc10g-cpu_tcc-6353, nano_safety_rs00ip_tuu-1086_firmware, pc10b-p_tcc-6373_firmware, pc10g-cpu_tcc-6353_firmware, plus_efr_tcu-6743, plus_2p-efr_tcu-6929, plus_bus-ex_tcu-6900, plus_bus-ex_tcu-6900_firmware, pc10pe_tcc-1101, nano_2et_tuu-6949, fl\/et-t-v2h_thu-6289_firmware, pc10p-dp-io_tcc-6752, nano_10gx_tuc-1157, nano_safety_rs00ip_tuu-1086, pc10pe-1616p_tcc-1102, plus_cpu_tcc-6740, pc10e_tcc-4637_firmware, plus_efr2_tcu-6859_firmware, plus_cpu_tcc-6740_firmware, plus_ex2_tcu-6858_firmware, 2port-efr_thu-6404_firmware, plus_ex2_tcu-6858, pc10p-dp_tcc-6726, pc10p-dp_tcc-6726_firmware, nano_10gx_tuc-1157_firmware, pc10pe_tcc-1101_firmware, pc10pe-1616p_tcc-1102_firmware, fl\/et-t-v2h_thu-6289, pc10ge_tcc-6464, pc10p-dp-io_tcc-6752_firmware, pc10e_tcc-4637, nano_cpu_tuc-6941, nano_safety_tuc-1085, pc10ge_tcc-6464_firmware, plus_efr2_tcu-6859, pc10b_tcc-1021, plus_ex_tcu-6741, ef10_tcu-6982_firmware",MEDIUM,CWE-770,ICMP,ICMP
CVE-2021-21003,CVE-2021-21003,"In Phoenix Contact FL SWITCH SMCS series products in multiple versions fragmented TCP-Packets may cause a Denial of Service of Web-, SNMP- and ICMP-Echo services. The switching functionality of the device is not affected.",phoenixcontact,"fl_switch_smcs_14tx\/2fx-sm, fl_switch_smcs_8tx_firmware, fl_nat_smn_8tx_firmware, fl_switch_smcs_6tx\/2sfp, fl_switch_smn_6tx\/2pof-pn_firmware, fl_switch_smcs_14tx\/2fx_firmware, fl_switch_smcs_8gt, fl_switch_smn_6tx\/2fx_sm, fl_switch_smcs_8tx-pn_firmware, fl_switch_smcs_16tx, fl_switch_smcs_8tx-pn, fl_switch_smcs_14tx\/2fx-sm_firmware, fl_switch_smcs_14tx\/2fx, fl_switch_smn_6tx\/2fx, fl_switch_smcs_4tx-pn, fl_switch_smcs_4tx-pn_firmware, fl_switch_smcs_6tx\/2sfp_firmware, fl_switch_smcs_8gt_firmware, fl_switch_smcs_8tx, fl_switch_smn_6tx\/2pof-pn, fl_switch_smcs_16tx_firmware, fl_switch_smcs_6gt\/2sfp, fl_switch_smn_6tx\/2fx_sm_firmware, fl_nat_smn_8tx-m_firmware, fl_switch_smn_6tx\/2fx_firmware, fl_switch_smn_8tx-pn_firmware, fl_nat_smn_8tx-m, fl_switch_smcs_6gt\/2sfp_firmware, fl_switch_smn_8tx-pn, fl_nat_smn_8tx",MEDIUM,CWE-404,ICMP,ICMP
CVE-2004-1432,CVE-2004-1432,"Multiple versions of Cisco ONS 15327, ONS 15454, and ONS 15454 SDH, including 4.6(0) and 4.6(1), 4.5(x), 4.1(0) to 4.1(3), 4.0(0) to 4.0(2), and earlier versions, allows remote attackers to cause a denial of service (control card reset) via malformed (1) IP or (2) ICMP packets.",cisco,optical_networking_systems_software,MEDIUM,NVD-CWE-Other,ICMP,ICMP
CVE-2013-3556,CVE-2013-3556,"The fragment_add_seq_common function in epan/reassemble.c in the ASN.1 BER dissector in Wireshark before r48943 has an incorrect pointer dereference during a comparison, which allows remote attackers to cause a denial of service (application crash) via a malformed packet.","opensuse, debian, wireshark","opensuse, debian_linux, wireshark",MEDIUM,CWE-20,None,none
CVE-2010-3445,CVE-2010-3445,"Stack consumption vulnerability in the dissect_ber_unknown function in epan/dissectors/packet-ber.c in the BER dissector in Wireshark 1.4.x before 1.4.1 and 1.2.x before 1.2.12 allows remote attackers to cause a denial of service (NULL pointer dereference and crash) via a long string in an unknown ASN.1/BER encoded packet, as demonstrated using SNMP.",wireshark,wireshark,MEDIUM,CWE-399,None,none
CVE-2004-0224,CVE-2004-0224,"Multiple buffer overflows in (1) iso2022jp.c or (2) shiftjis.c for Courier-IMAP before 3.0.0, Courier before 0.45, and SqWebMail before 4.0.0 may allow remote attackers to execute arbitrary code ""when Unicode character is out of BMP range.""","inter7, gentoo, double_precision_incorporated","sqwebmail, courier-imap, courier_mta, linux",HIGH,NVD-CWE-Other,None,none
CVE-2010-2284,CVE-2010-2284,Buffer overflow in the ASN.1 BER dissector in Wireshark 0.10.13 through 1.0.13 and 1.2.0 through 1.2.8 has unknown impact and remote attack vectors.,wireshark,wireshark,HIGH,CWE-119,None,none
CVE-2012-6058,CVE-2012-6058,Integer overflow in the dissect_icmpv6 function in epan/dissectors/packet-icmpv6.c in the ICMPv6 dissector in Wireshark 1.6.x before 1.6.12 and 1.8.x before 1.8.4 allows remote attackers to cause a denial of service (infinite loop) via a crafted Number of Sources value.,wireshark,wireshark,MEDIUM,CWE-189,ICMP,ICMP
CVE-2013-5543,CVE-2013-5543,"Cisco IOS XE 3.4 before 3.4.2S and 3.5 before 3.5.1S on 1000 ASR devices allows remote attackers to cause a denial of service (device reload) via malformed ICMP error packets associated with a (1) TCP or (2) UDP session that is under inspection by the Zone-Based Firewall (ZBFW) component, aka Bug ID CSCtt26470.",cisco,"asr_1002-x, asr_1002, asr_1023_router, asr_1001, asr_1004, ios_xe, asr_1006",HIGH,CWE-20,ICMP,ICMP
CVE-2020-25705,CVE-2020-25705,"A flaw in ICMP packets in the Linux kernel may allow an attacker to quickly scan open UDP ports. This flaw allows an off-path remote attacker to effectively bypass source port UDP randomization. Software that relies on UDP source port randomization are indirectly affected as well on the Linux Based Products (RUGGEDCOM RM1224: All versions between v5.0 and v6.4, SCALANCE M-800: All versions between v5.0 and v6.4, SCALANCE S615: All versions between v5.0 and v6.4, SCALANCE SC-600: All versions prior to v2.1.3, SCALANCE W1750D: v8.3.0.1, v8.6.0, and v8.7.0, SIMATIC Cloud Connect 7: All versions, SIMATIC MV500 Family: All versions, SIMATIC NET CP 1243-1 (incl. SIPLUS variants): Versions 3.1.39 and later, SIMATIC NET CP 1243-7 LTE EU: Version","redhat, linux","enterprise_linux, linux_kernel",HIGH,CWE-330,ICMP,ICMP
CVE-2012-0435,CVE-2012-0435,"SUSE WebYaST before 1.2 0.2.63-0.6.1 allows remote attackers to modify the hosts list, and subsequently conduct man-in-the-middle attacks, via a crafted /host request on TCP port 4984.",suse,webyast,MEDIUM,NVD-CWE-noinfo,None,none
CVE-2019-5608,CVE-2019-5608,"In FreeBSD 12.0-STABLE before r350648, 12.0-RELEASE before 12.0-RELEASE-p9, 11.3-STABLE before r350650, 11.3-RELEASE before 11.3-RELEASE-p2, and 11.2-RELEASE before 11.2-RELEASE-p13, the ICMPv6 input path incorrectly handles cases where an MLDv2 listener query packet is internally fragmented across multiple mbufs. A remote attacker may be able to cause an out-of-bounds read or write that may cause the kernel to attempt to access an unmapped page and subsequently panic.","netapp, freebsd","freebsd, clustered_data_ontap",CRITICAL,"CWE-125, CWE-787",ICMP,ICMP
CVE-2014-8637,CVE-2014-8637,"Mozilla Firefox before 35.0 and SeaMonkey before 2.32 do not properly initialize memory for BMP images, which allows remote attackers to obtain sensitive information from process memory via a crafted web page that triggers the rendering of malformed BMP data within a CANVAS element.",mozilla,"firefox, seamonkey",MEDIUM,CWE-200,None,none
CVE-2014-6377,CVE-2014-6377,"Juniper JunosE before 13.3.3p0-1, 14.x before 14.3.2, and 15.x before 15.1.0, when DEBUG severity icmpTraffic logging is enabled, allows remote attackers to cause a denial of service (SRP reset) via a crafted ICMP packet to the (1) interface or (2) loopback IP address, which triggers a processor exception in ip_RxData_8.",juniper,junos_e,HIGH,CWE-399,ICMP,ICMP
CVE-2018-7638,CVE-2018-7638,"An issue was discovered in CImg v.220. A heap-based buffer over-read in load_bmp in CImg.h occurs when loading a crafted bmp image, a different vulnerability than CVE-2018-7588. This is in a ""256 colors"" case, aka case 8.",cimg,cimg,HIGH,CWE-125,None,none
CVE-2018-13283,CVE-2018-13283,"Lack of administrator control over security vulnerability in client.cgi in Synology SSL VPN Client before 1.2.5-0226 allows remote attackers to conduct man-in-the-middle attacks via the (1) command, (2) hostname, or (3) port parameter.",synology,ssl_vpn_client,HIGH,NVD-CWE-noinfo,None,SSL
CVE-2018-10693,CVE-2018-10693,"An issue was discovered on Moxa AWK-3121 1.14 devices. It provides ping functionality so that an administrator can execute ICMP calls to check if the network is working correctly. However, the same functionality allows an attacker to execute commands on the device. The POST parameter ""srvName"" is susceptible to a buffer overflow. By crafting a packet that contains a string of 516 characters, it is possible for an attacker to execute the attack.",moxa,"awk-3121_firmware, awk-3121",HIGH,CWE-119,ICMP,ICMP
CVE-2006-0054,CVE-2006-0054,"The ipfw firewall in FreeBSD 6.0-RELEASE allows remote attackers to cause a denial of service (firewall crash) via ICMP IP fragments that match a reset, reject or unreach action, which leads to an access of an uninitialized pointer.",freebsd,freebsd,MEDIUM,NVD-CWE-Other,ICMP,ICMP
CVE-2011-3326,CVE-2011-3326,The ospf_flood function in ospf_flood.c in ospfd in Quagga before 0.99.19 allows remote attackers to cause a denial of service (daemon crash) via an invalid Link State Advertisement (LSA) type in an IPv4 Link State Update message.,quagga,quagga,MEDIUM,CWE-399,None,BGP
CVE-2017-9181,CVE-2017-9181,"libautotrace.a in AutoTrace 0.31.1 allows remote attackers to cause a denial of service (invalid write and SEGV), related to the ReadImage function in input-bmp.c.",autotrace_project,autotrace,HIGH,CWE-787,None,none
CVE-2003-0453,CVE-2003-0453,"traceroute-nanog 6.1.1 allows local users to overwrite unauthorized memory and possibly execute arbitrary code via certain ""nprobes"" and ""max_ttl"" arguments that cause an integer overflow that is used when allocating memory, which leads to a buffer overflow.",ehud_gavron,traceroute-nanog,HIGH,NVD-CWE-Other,None,none
CVE-2002-0036,CVE-2002-0036,"Integer signedness error in MIT Kerberos V5 ASN.1 decoder before krb5 1.2.5 allows remote attackers to cause a denial of service via a large unsigned data element length, which is later used as a negative value.",mit,kerberos_5,MEDIUM,NVD-CWE-Other,None,none
CVE-2018-12066,CVE-2018-12066,BIRD Internet Routing Daemon before 1.6.4 allows local users to cause a denial of service (stack consumption and daemon crash) via BGP mask expressions in birdc.,bird_project,bird,MEDIUM,CWE-400,BGP,BGP
CVE-2019-6620,CVE-2019-6620,"On BIG-IP 14.1.0-14.1.0.5, 14.0.0-14.0.0.5, 13.0.0-13.1.1.4, 12.1.0-12.1.4.1, and 11.5.1-11.6.4 and BIG-IQ 6.0.0-6.1.0 and 5.1.0-5.4.0, an undisclosed iControl REST worker vulnerable to command injection for an Administrator user.",f5,"big-ip_policy_enforcement_manager, big-ip_webaccelerator, big-ip_access_policy_manager, big-ip_local_traffic_manager, big-ip_domain_name_system, big-ip_application_acceleration_manager, big-ip_application_security_manager, big-ip_fraud_protection_service, big-iq_centralized_management, big-ip_global_traffic_manager, big-ip_advanced_firewall_manager, big-ip_link_controller, big-ip_analytics, big-ip_edge_gateway",HIGH,CWE-78,None,none
CVE-2019-1732,CVE-2019-1732,"A vulnerability in the Remote Package Manager (RPM) subsystem of Cisco NX-OS Software could allow an authenticated, local attacker with administrator credentials to leverage a time-of-check, time-of-use (TOCTOU) race condition to corrupt local variables, which could lead to arbitrary command injection. The vulnerability is due to the lack of a proper locking mechanism on critical variables that need to stay static until used. An attacker could exploit this vulnerability by authenticating to an affected device and issuing a set of RPM-related CLI commands. A successful exploit could allow the attacker to perform arbitrary command injection. The attacker would need administrator credentials for the targeted device.",cisco,"nexus_9000, nexus_3548-x, nexus_9200, nx_os, nexus_3200, nexus_3500, nexus_3100v, nx-os, nexus_9300, nexus_3000, nexus_3400, nexus_9500, nexus_3100-z, nexus_3524-xl, nexus_3548-xl, nexus_3100, nexus_3600, nexus_3524-x",MEDIUM,CWE-667,None,none
CVE-2018-21225,CVE-2018-21225,"Certain NETGEAR devices are affected by command injection by an authenticated user. This affects D7000 before 1.0.1.60, D7800 before 1.0.1.34, D8500 before 1.0.3.39, R6700 before 1.0.1.30, R6700v2 before 1.2.0.16, R6800 before 1.2.0.16, R6900 before 1.0.1.30, R6900P before 1.2.0.22, R6900v2 before 1.2.0.16, R7000 before 1.0.9.12, R7000P before 1.2.0.22, R7500v2 before 1.0.3.20, R7800 before 1.0.2.44, R8300 before 1.0.2.106, R8500 before 1.0.2.106, and R9000 before 1.0.2.52.",netgear,"r8500, r6800, r7000p_firmware, r6900, r7500, r7500_firmware, d8500, r6900p, d7800_firmware, r7800_firmware, r8300, d7000_firmware, r6700_firmware, r9000, r7000p, r7000_firmware, r6700, r7800, r6900p_firmware, r9000_firmware, r7000, r8300_firmware, r8500_firmware, d8500_firmware, r6800_firmware, d7800, r6900_firmware, d7000",MEDIUM,CWE-78,None,none
